20001220,10.79,11.07,10.79,10.79,43,0
20001221,10.79,11.07,10.79,10.79,0,0
20001222,10.8,11.08,10.8,10.8,0,0
20001226,10.81,11.09,10.81,10.81,0,0
20001227,10.81,11.09,10.81,10.81,0,0
20001228,10.81,11.09,10.81,10.81,0,0
20001229,10.82,11.1,10.82,10.82,0,0
20010102,10.86,11.14,10.86,10.86,0,0
20010103,10.87,11.15,10.87,10.87,0,0
20010104,10.9,11.18,10.9,10.9,0,0
20010105,10.94,11.22,10.94,10.94,0,0
20010108,10.99,11.27,10.99,10.99,0,0
20010109,11.01,11.29,11.01,11.01,0,0
20010110,11.01,11.29,11.01,11.01,0,0
20010111,11.01,11.29,11.01,11.01,0,0
20010112,10.96,11.24,10.96,10.96,0,0
20010116,10.96,11.24,10.96,10.96,0,0
20010117,10.96,11.24,10.96,10.96,0,0
20010118,10.96,11.24,10.96,10.96,0,0
20010119,10.96,11.24,10.96,10.96,0,0
20010122,10.93,11.21,10.93,10.93,0,0
20010123,10.87,11.15,10.87,10.87,44,0
20010124,10.85,11.13,10.85,10.85,0,0
20010125,10.83,11.11,10.83,10.83,0,0
20010126,10.82,11.1,10.82,10.82,0,0
20010129,10.81,11.09,10.81,10.81,0,0
20010130,10.83,11.11,10.83,10.83,0,0
20010131,10.82,11.1,10.82,10.82,0,0
20010201,10.87,11.15,10.87,10.87,0,0
20010202,10.87,11.15,10.87,10.87,0,0
20010205,10.87,11.15,10.87,10.87,0,0
20010206,10.88,11.16,10.88,10.88,0,0
20010207,10.88,11.16,10.88,10.88,0,0
20010208,10.88,11.16,10.88,10.88,0,0
20010209,10.89,11.17,10.89,10.89,0,0
20010212,10.9,11.18,10.9,10.9,0,0
20010213,10.89,11.17,10.89,10.89,0,0
20010214,10.89,11.17,10.89,10.89,0,0
20010215,10.87,11.15,10.87,10.87,0,0
20010216,10.87,11.15,10.87,10.87,0,0
20010220,10.88,11.16,10.88,10.88,0,0
20010221,10.83,11.11,10.83,10.83,44,0
20010222,10.83,11.11,10.83,10.83,0,0
20010223,10.83,11.11,10.83,10.83,0,0
20010226,10.83,11.11,10.83,10.83,0,0
20010227,10.84,11.12,10.84,10.84,0,0
20010228,10.84,11.12,10.84,10.84,0,0
20010301,10.86,11.14,10.86,10.86,0,0
20010302,10.86,11.14,10.86,10.86,0,0
20010305,10.86,11.14,10.86,10.86,0,0
20010306,10.86,11.14,10.86,10.86,0,0
20010307,10.87,11.15,10.87,10.87,0,0
20010308,10.88,11.16,10.88,10.88,0,0
20010309,10.89,11.17,10.89,10.89,0,0
20010312,10.89,11.17,10.89,10.89,0,0
20010313,10.89,11.17,10.89,10.89,0,0
20010314,10.92,11.2,10.92,10.92,0,0
20010315,10.93,11.21,10.93,10.93,0,0
20010316,10.95,11.23,10.95,10.95,0,0
20010319,10.95,11.23,10.95,10.95,0,0
20010320,10.95,11.23,10.95,10.95,0,0
20010321,10.91,11.19,10.91,10.91,44,0
20010322,10.93,11.21,10.93,10.93,0,0
20010323,10.93,11.21,10.93,10.93,0,0
20010326,10.91,11.19,10.91,10.91,0,0
20010327,10.89,11.17,10.89,10.89,0,0
20010328,10.89,11.17,10.89,10.89,0,0
20010329,10.89,11.17,10.89,10.89,0,0
20010330,10.89,11.17,10.89,10.89,0,0
20010402,10.89,11.17,10.89,10.89,0,0
20010403,10.87,11.15,10.87,10.87,0,0
20010404,10.87,11.15,10.87,10.87,0,0
20010405,10.86,11.14,10.86,10.86,0,0
20010406,10.86,11.14,10.86,10.86,0,0
20010409,10.87,11.15,10.87,10.87,0,0
20010410,10.84,11.12,10.84,10.84,0,0
20010411,10.82,11.1,10.82,10.82,0,0
20010412,10.82,11.1,10.82,10.82,0,0
20010416,10.8,11.08,10.8,10.8,0,0
20010417,10.78,11.06,10.78,10.78,0,0
20010418,10.76,11.04,10.76,10.76,0,0
20010419,10.74,11.02,10.74,10.74,0,0
20010420,10.74,11.02,10.74,10.74,0,0
20010423,10.75,11.03,10.75,10.75,0,0
20010424,10.7,10.97,10.7,10.7,45,0
20010425,10.71,10.98,10.71,10.71,0,0
20010426,10.71,10.98,10.71,10.71,0,0
20010427,10.71,10.98,10.71,10.71,0,0
20010430,10.71,10.98,10.71,10.71,0,0
20010501,10.71,10.98,10.71,10.71,0,0
20010502,10.72,10.99,10.72,10.72,0,0
20010503,10.74,11.02,10.74,10.74,0,0
20010504,10.76,11.04,10.76,10.76,0,0
20010507,10.76,11.04,10.76,10.76,0,0
20010508,10.77,11.05,10.77,10.77,0,0
20010509,10.78,11.06,10.78,10.78,0,0
20010510,10.8,11.08,10.8,10.8,0,0
20010511,10.77,11.05,10.77,10.77,0,0
20010514,10.77,11.05,10.77,10.77,0,0
20010515,10.77,11.05,10.77,10.77,0,0
20010516,10.77,11.05,10.77,10.77,0,0
20010517,10.78,11.06,10.78,10.78,0,0
20010518,10.79,11.07,10.79,10.79,0,0
20010521,10.79,11.07,10.79,10.79,0,0
20010522,10.75,11.03,10.75,10.75,45,0
20010523,10.75,11.03,10.75,10.75,0,0
20010524,10.75,11.03,10.75,10.75,0,0
20010525,10.76,11.03,10.76,10.76,0,0
20010529,10.76,11.04,10.76,10.76,0,0
20010530,10.76,11.04,10.76,10.76,0,0
20010531,10.77,11.05,10.77,10.77,0,0
20010601,10.79,11.07,10.79,10.79,0,0
20010604,10.8,11.08,10.8,10.8,0,0
20010605,10.82,11.1,10.82,10.82,0,0
20010606,10.84,11.12,10.84,10.84,0,0
20010607,10.86,11.14,10.86,10.86,0,0
20010608,10.85,11.13,10.85,10.85,0,0
20010611,10.86,11.14,10.86,10.86,0,0
20010612,10.86,11.14,10.86,10.86,0,0
20010613,10.86,11.14,10.86,10.86,0,0
20010614,10.87,11.15,10.87,10.87,0,0
20010615,10.87,11.15,10.87,10.87,0,0
20010618,10.87,11.15,10.87,10.87,0,0
20010619,10.87,11.15,10.87,10.87,0,0
20010620,10.87,11.15,10.87,10.87,0,0
20010621,10.83,11.11,10.83,10.83,45,0
20010622,10.84,11.12,10.84,10.84,0,0
20010625,10.85,11.13,10.85,10.85,0,0
20010626,10.84,11.12,10.84,10.84,0,0
20010627,10.85,11.13,10.85,10.85,0,0
20010628,10.84,11.12,10.84,10.84,0,0
20010629,10.84,11.12,10.84,10.84,0,0
20010702,10.84,11.32,10.84,10.84,0,0
20010703,10.84,11.32,10.84,10.84,0,0
20010705,10.84,11.32,10.84,10.84,0,0
20010706,10.84,11.32,10.84,10.84,0,0
20010709,10.85,11.33,10.85,10.85,0,0
20010710,10.85,11.33,10.85,10.85,0,0
20010711,10.85,11.33,10.85,10.85,0,0
20010712,10.86,11.34,10.86,10.86,0,0
20010713,10.86,11.34,10.86,10.86,0,0
20010716,10.88,11.36,10.88,10.88,0,0
20010717,10.88,11.36,10.88,10.88,0,0
20010718,10.91,11.39,10.91,10.91,0,0
20010719,10.91,11.39,10.91,10.91,0,0
20010720,10.93,11.42,10.93,10.93,0,0
20010723,10.89,11.38,10.89,10.89,46,0
20010724,10.9,11.38,10.9,10.9,0,0
20010725,10.91,11.39,10.91,10.91,0,0
20010726,10.91,11.39,10.91,10.91,0,0
20010727,10.92,11.4,10.92,10.92,0,0
20010730,10.93,11.41,10.93,10.93,0,0
20010731,10.95,11.44,10.95,10.95,0,0
20010801,10.95,11.44,10.95,10.95,0,0
20010802,10.95,11.44,10.95,10.95,0,0
20010803,10.95,11.44,10.95,10.95,0,0
20010806,10.95,11.44,10.95,10.95,0,0
20010807,10.96,11.45,10.96,10.96,0,0
20010808,10.97,11.46,10.97,10.97,0,0
20010809,10.99,11.48,10.99,10.99,0,0
20010810,11.01,11.5,11.01,11.01,0,0
20010813,11.02,11.51,11.02,11.02,0,0
20010814,11.02,11.51,11.02,11.02,0,0
20010815,11.03,11.52,11.03,11.03,0,0
20010816,11.04,11.53,11.04,11.04,0,0
20010817,11.06,11.55,11.06,11.06,0,0
20010820,11.07,11.56,11.07,11.07,0,0
20010821,11.02,11.51,11.02,11.02,47,0
20010822,11.03,11.52,11.03,11.03,0,0
20010823,11.04,11.53,11.04,11.04,0,0
20010824,11.04,11.53,11.04,11.04,0,0
20010827,11.04,11.53,11.04,11.04,0,0
20010828,11.06,11.55,11.06,11.06,0,0
20010829,11.08,11.57,11.08,11.08,0,0
20010830,11.09,11.58,11.09,11.09,0,0
20010831,11.09,11.58,11.09,11.09,0,0
20010904,11.07,11.56,11.07,11.07,0,0
20010905,11.07,11.56,11.07,11.07,0,0
20010906,11.07,11.56,11.07,11.07,0,0
20010907,11.08,11.57,11.08,11.08,0,0
20010910,11.08,11.57,11.08,11.08,0,0
20010917,11.12,11.61,11.12,11.12,0,0
20010918,11.12,11.61,11.12,11.12,0,0
20010919,11.01,11.5,11.01,11.01,47,0
20010920,10.99,11.48,10.99,10.99,0,0
20010921,10.97,11.46,10.97,10.97,0,0
20010924,10.97,11.46,10.97,10.97,0,0
20010925,10.95,11.44,10.95,10.95,0,0
20010926,10.95,11.44,10.95,10.95,0,0
20010927,10.96,11.45,10.96,10.96,0,0
20010928,10.99,11.48,10.99,10.99,0,0
20011001,10.99,11.48,10.99,10.99,0,0
20011002,11.03,11.52,11.03,11.03,0,0
20011003,11.06,11.55,11.06,11.06,0,0
20011004,11.09,11.58,11.09,11.09,0,0
20011005,11.09,11.58,11.09,11.09,0,0
20011008,11.09,11.58,11.09,11.09,0,0
20011009,11.09,11.58,11.09,11.09,0,0
20011010,11.09,11.58,11.09,11.09,0,0
20011011,11.07,11.56,11.07,11.07,0,0
20011012,11.06,11.55,11.06,11.06,0,0
20011015,11.07,11.56,11.07,11.07,0,0
20011016,11.07,11.56,11.07,11.07,0,0
20011017,11.07,11.56,11.07,11.07,0,0
20011018,11.08,11.57,11.08,11.08,0,0
20011019,11.08,11.57,11.08,11.08,0,0
20011022,11.08,11.57,11.08,11.08,0,0
20011023,11.01,11.5,11.01,11.01,45,0
20011024,11.02,11.51,11.02,11.02,0,0
20011025,11.02,11.51,11.02,11.02,0,0
20011026,11.02,11.51,11.02,11.02,0,0
20011029,11.03,11.52,11.03,11.03,0,0
20011030,11.04,11.53,11.04,11.04,0,0
20011031,11.08,11.57,11.08,11.08,0,0
20011101,11.13,11.62,11.13,11.13,0,0
20011102,11.11,11.6,11.11,11.11,0,0
20011105,11.12,11.61,11.12,11.12,0,0
20011106,11.13,11.62,11.13,11.13,0,0
20011107,11.16,11.65,11.16,11.16,0,0
20011108,11.16,11.66,11.16,11.16,0,0
20011109,11.17,11.67,11.17,11.17,0,0
20011112,11.17,11.67,11.17,11.17,0,0
20011113,11.15,11.65,11.15,11.15,0,0
20011114,11.13,11.63,11.13,11.13,0,0
20011115,11.07,11.56,11.07,11.07,0,18
20011116,11.03,11.52,11.03,11.03,0,0
20011119,11.02,11.51,11.02,11.02,0,0
20011120,10.95,11.44,10.95,10.95,45,0
20011121,10.92,11.41,10.92,10.92,0,0
20011123,10.92,11.4,10.92,10.92,0,0
20011126,10.92,11.4,10.92,10.92,0,0
20011127,10.89,11.37,10.89,10.89,0,0
20011128,10.89,11.37,10.89,10.89,0,0
20011129,10.9,11.38,10.9,10.9,0,0
20011130,10.91,11.39,10.91,10.91,0,0
20011203,10.91,11.39,10.91,10.91,0,0
20011204,10.92,11.4,10.92,10.92,0,0
20011205,10.88,11.36,10.88,10.88,0,0
20011206,10.84,11.32,10.84,10.84,0,0
20011207,10.78,11.26,10.78,10.78,0,0
20011210,10.77,11.25,10.77,10.77,0,0
20011211,10.77,11.25,10.77,10.77,0,0
20011212,10.77,11.25,10.77,10.77,0,0
20011213,10.77,11.25,10.77,10.77,0,0
20011214,10.77,11.25,10.77,10.77,0,0
20011217,10.71,11.19,10.71,10.71,0,0
20011218,10.72,11.2,10.72,10.72,0,0
20011219,10.76,11.24,10.76,10.76,0,0
20011220,10.74,11.22,10.74,10.74,42,0
20011221,10.74,11.22,10.74,10.74,0,0
20011224,10.75,11.23,10.75,10.75,0,0
20011226,10.75,11.23,10.75,10.75,0,0
20011227,10.75,11.23,10.75,10.75,0,0
20011228,10.76,11.24,10.76,10.76,0,0
20011231,10.77,11.25,10.77,10.77,0,0
20020102,10.78,11.26,10.78,10.78,0,0
20020103,10.79,11.27,10.79,10.79,0,0
20020104,10.79,11.27,10.79,10.79,0,0
20020107,10.81,11.29,10.81,10.81,0,0
20020108,10.85,11.33,10.85,10.85,0,0
20020109,10.86,11.34,10.86,10.86,0,0
20020110,10.89,11.37,10.89,10.89,0,0
20020111,10.91,11.39,10.91,10.91,0,0
20020114,10.94,11.42,10.94,10.94,0,0
20020115,10.96,11.45,10.96,10.96,0,0
20020116,10.98,11.47,10.98,10.98,0,0
20020117,10.96,11.45,10.96,10.96,0,0
20020118,10.96,11.45,10.96,10.96,0,0
20020122,10.91,11.4,10.91,10.91,42,0
20020123,10.89,11.37,10.89,10.89,0,0
20020124,10.86,11.34,10.86,10.86,0,0
20020125,10.84,11.32,10.84,10.84,0,0
20020128,10.85,11.33,10.85,10.85,0,0
20020129,10.85,11.33,10.85,10.85,0,0
20020130,10.86,11.34,10.86,10.86,0,0
20020131,10.86,11.34,10.86,10.86,0,0
20020201,10.87,11.35,10.87,10.87,0,0
20020204,10.89,11.37,10.89,10.89,0,0
20020205,10.9,11.38,10.9,10.9,0,0
20020206,10.91,11.39,10.91,10.91,0,0
20020207,10.9,11.38,10.9,10.9,0,0
20020208,10.9,11.38,10.9,10.9,0,0
20020211,10.91,11.39,10.91,10.91,0,0
20020212,10.9,11.38,10.9,10.9,0,0
20020213,10.89,11.37,10.89,10.89,0,0
20020214,10.9,11.38,10.9,10.9,0,0
20020215,10.92,11.4,10.92,10.92,0,0
20020219,10.92,11.4,10.92,10.92,0,0
20020220,10.92,11.4,10.92,10.92,0,0
20020221,10.9,11.38,10.9,10.9,40,0
20020222,10.93,11.42,10.93,10.93,0,0
20020225,10.94,11.43,10.94,10.94,0,0
20020226,10.94,11.43,10.94,10.94,0,0
20020227,10.94,11.43,10.94,10.94,0,0
20020228,10.95,11.44,10.95,10.95,0,0
20020301,10.93,11.42,10.93,10.93,0,0
20020304,10.91,11.4,10.91,10.91,0,0
20020305,10.91,11.39,10.91,10.91,0,0
20020306,10.9,11.38,10.9,10.9,0,0
20020307,10.86,11.34,10.86,10.86,0,0
20020308,10.82,11.3,10.82,10.82,0,0
20020311,10.83,11.31,10.83,10.83,0,0
20020312,10.83,11.31,10.83,10.83,0,0
20020313,10.83,11.31,10.83,10.83,0,0
20020314,10.79,11.27,10.79,10.79,0,0
20020315,10.79,11.27,10.79,10.79,0,0
20020318,10.8,11.28,10.8,10.8,0,0
20020319,10.8,11.28,10.8,10.8,0,0
20020320,10.77,11.25,10.77,10.77,0,0
20020321,10.72,11.2,10.72,10.72,39,0
20020322,10.73,11.21,10.73,10.73,0,0
20020325,10.72,11.2,10.72,10.72,0,0
20020326,10.73,11.21,10.73,10.73,0,0
20020327,10.75,11.23,10.75,10.75,0,0
20020328,10.75,11.23,10.75,10.75,0,0
20020401,10.75,11.23,10.75,10.75,0,0
20020402,10.75,11.23,10.75,10.75,0,0
20020403,10.76,11.24,10.76,10.76,0,0
20020404,10.78,11.26,10.78,10.78,0,0
20020405,10.81,11.29,10.81,10.81,0,0
20020408,10.82,11.3,10.82,10.82,0,0
20020409,10.83,11.31,10.83,10.83,0,0
20020410,10.84,11.32,10.84,10.84,0,0
20020411,10.86,11.34,10.86,10.86,0,0
20020412,10.86,11.34,10.86,10.86,0,0
20020415,10.87,11.35,10.87,10.87,0,0
20020416,10.87,11.35,10.87,10.87,0,0
20020417,10.86,11.34,10.86,10.86,0,0
20020418,10.86,11.34,10.86,10.86,0,0
20020419,10.87,11.35,10.87,10.87,0,0
20020422,10.83,11.31,10.83,10.83,39,0
20020423,10.85,11.33,10.85,10.85,0,0
20020424,10.86,11.34,10.86,10.86,0,0
20020425,10.88,11.36,10.88,10.88,0,0
20020426,10.88,11.36,10.88,10.88,0,0
20020429,10.88,11.36,10.88,10.88,0,0
20020430,10.88,11.36,10.88,10.88,0,0
20020501,10.89,11.37,10.89,10.89,0,0
20020502,10.89,11.37,10.89,10.89,0,0
20020503,10.9,11.38,10.9,10.9,0,0
20020506,10.9,11.38,10.9,10.9,0,0
20020507,10.91,11.26,10.91,10.91,0,0
20020508,10.89,11.37,10.89,10.89,0,0
20020509,10.88,11.36,10.88,10.88,0,0
20020510,10.88,11.36,10.88,10.88,0,0
20020513,10.87,11.35,10.87,10.87,0,0
20020514,10.83,11.31,10.83,10.83,0,0
20020515,10.83,11.31,10.83,10.83,0,0
20020516,10.84,11.32,10.84,10.84,0,0
20020517,10.84,11.32,10.84,10.84,0,0
20020520,10.85,11.33,10.85,10.85,0,0
20020521,10.82,11.3,10.82,10.82,39,0
20020522,10.85,11.33,10.85,10.85,0,0
20020523,10.87,11.35,10.87,10.87,0,0
20020524,10.87,11.35,10.87,10.87,0,0
20020528,10.87,11.35,10.87,10.87,0,0
20020529,10.88,11.36,10.88,10.88,0,0
20020530,10.91,11.39,10.91,10.91,0,0
20020531,10.91,11.39,10.91,10.91,0,0
20020603,10.91,11.39,10.91,10.91,0,0
20020604,10.93,11.41,10.93,10.93,0,0
20020605,10.93,11.42,10.93,10.93,0,0
20020606,10.93,11.42,10.93,10.93,0,0
20020607,10.93,11.42,10.93,10.93,0,0
20020610,10.94,11.43,10.94,10.94,0,0
20020611,10.94,11.43,10.94,10.94,0,0
20020612,10.95,11.44,10.95,10.95,0,0
20020613,10.97,11.46,10.97,10.97,0,0
20020614,11,11.49,11,11,0,0
20020617,11,11.49,11,11,0,0
20020618,11,11.49,11,11,0,0
20020619,11.01,11.5,11.01,11.01,0,0
20020620,10.97,11.42,10.97,10.97,0,0
20020621,10.98,11.47,10.98,10.98,0,0
20020624,10.98,11.47,10.98,10.98,0,0
20020625,10.97,11.46,10.97,10.97,0,0
20020626,10.99,11.48,10.99,10.99,0,0
20020627,10.97,11.46,10.97,10.97,0,0
20020628,10.98,11.47,10.98,10.98,0,0
20020701,10.96,11.45,10.96,10.96,0,0
20020702,10.97,11.46,10.97,10.97,0,0
20020703,10.98,11.47,10.98,10.98,0,0
20020705,10.99,11.48,10.99,10.99,0,0
20020708,10.99,11.48,10.99,10.99,0,0
20020709,11,11.49,11,11,0,0
20020710,11.02,11.51,11.02,11.02,0,0
20020711,11.06,11.55,11.06,11.06,0,0
20020712,11.07,11.56,11.07,11.07,0,0
20020715,11.09,11.58,11.09,11.09,0,0
20020716,11.08,11.57,11.08,11.08,0,0
20020717,11.07,11.56,11.07,11.07,0,0
20020718,11.08,11.57,11.08,11.08,0,0
20020719,11.1,11.59,11.1,11.1,0,0
20020722,11.08,11.57,11.08,11.08,0,0
20020723,11.08,11.57,11.08,11.08,0,0
20020724,11.1,11.59,11.1,11.1,0,0
20020725,11.1,11.59,11.1,11.1,0,0
20020726,11.1,11.59,11.1,11.1,0,0
20020729,11.07,11.56,11.07,11.07,0,0
20020730,11.07,11.56,11.07,11.07,0,0
20020731,11.08,11.57,11.08,11.08,0,0
20020801,11.08,11.57,11.08,11.08,0,0
20020802,11.1,11.59,11.1,11.1,0,0
20020805,11.11,11.6,11.11,11.11,0,0
20020806,11.11,11.6,11.11,11.11,0,0
20020807,11.11,11.6,11.11,11.11,0,0
20020808,11.1,11.59,11.1,11.1,0,0
20020809,11.12,11.61,11.12,11.12,0,0
20020812,11.14,11.63,11.14,11.14,0,0
20020813,11.16,11.65,11.16,11.16,0,0
20020814,11.2,11.7,11.2,11.2,0,0
20020815,11.17,11.67,11.17,11.17,0,0
20020816,11.14,11.64,11.14,11.14,0,0
20020819,11.14,11.63,11.14,11.14,0,0
20020820,11.15,11.64,11.15,11.15,0,0
20020821,11.11,11.6,11.11,11.11,39,0
20020822,11.09,11.58,11.09,11.09,0,0
20020823,11.1,11.59,11.1,11.1,0,0
20020826,11.11,11.6,11.11,11.11,0,0
20020827,11.11,11.6,11.11,11.11,0,0
20020828,11.12,11.61,11.12,11.12,0,0
20020829,11.15,11.64,11.15,11.15,0,0
20020830,11.15,11.64,11.15,11.15,0,0
20020903,11.2,11.7,11.2,11.2,0,0
20020904,11.24,11.74,11.24,11.24,0,0
20020905,11.27,11.77,11.27,11.27,0,0
20020906,11.26,11.76,11.26,11.26,0,0
20020909,11.26,11.76,11.26,11.26,0,0
20020910,11.26,11.76,11.26,11.26,0,0
20020911,11.25,11.75,11.25,11.25,0,0
20020912,11.27,11.77,11.27,11.27,0,0
20020913,11.31,11.81,11.31,11.31,0,0
20020916,11.32,11.82,11.32,11.32,0,0
20020917,11.33,11.83,11.33,11.33,0,0
20020918,11.37,11.87,11.37,11.37,0,0
20020919,11.41,11.92,11.41,11.41,0,0
20020920,11.41,11.92,11.41,11.41,0,0
20020923,11.4,11.91,11.4,11.4,39,0
20020924,11.42,11.93,11.42,11.42,0,0
20020925,11.4,11.91,11.4,11.4,0,0
20020926,11.37,11.87,11.37,11.37,0,0
20020927,11.38,11.89,11.38,11.38,0,0
20020930,11.41,11.92,11.41,11.41,0,0
20021001,11.39,11.9,11.39,11.39,0,0
20021002,11.39,11.9,11.39,11.39,0,0
20021003,11.39,11.9,11.39,11.39,0,0
20021004,11.39,11.9,11.39,11.39,0,0
20021007,11.39,11.9,11.39,11.39,0,0
20021008,11.39,11.9,11.39,11.39,0,0
20021009,11.4,11.91,11.4,11.4,0,0
20021010,11.38,11.89,11.38,11.38,0,0
20021011,11.35,11.85,11.35,11.35,0,0
20021014,11.36,11.86,11.36,11.36,0,0
20021015,11.28,11.78,11.28,11.28,0,0
20021016,11.22,11.72,11.22,11.22,0,0
20021017,11.11,11.6,11.11,11.11,0,0
20021018,11.07,11.56,11.07,11.07,0,0
20021021,11.04,11.53,11.04,11.04,0,0
20021022,10.96,11.45,10.96,10.96,0,0
20021023,10.97,11.46,10.97,10.97,0,0
20021024,10.98,11.47,10.98,10.98,0,0
20021025,11,11.49,11,11,0,0
20021028,11.02,11.51,11.02,11.02,0,0
20021029,11.11,11.6,11.11,11.11,0,0
20021030,11.12,11.61,11.12,11.12,0,0
20021031,11.16,11.66,11.16,11.16,0,0
20021101,11.14,11.63,11.14,11.14,0,0
20021104,11.12,11.61,11.12,11.12,0,0
20021105,11.11,11.6,11.11,11.11,0,0
20021106,11.12,11.61,11.12,11.12,0,0
20021107,11.18,11.68,11.18,11.18,0,0
20021108,11.23,11.73,11.23,11.23,0,0
20021111,11.23,11.73,11.23,11.23,0,0
20021112,11.26,11.76,11.26,11.26,0,0
20021113,11.26,11.76,11.26,11.26,0,0
20021114,11.18,11.68,11.18,11.18,0,0
20021115,11.15,11.64,11.15,11.15,0,0
20021118,11.15,11.64,11.15,11.15,0,0
20021119,11.17,11.67,11.17,11.17,0,0
20021120,11.15,11.64,11.15,11.15,0,0
20021121,11.04,11.53,11.04,11.04,38,29
20021122,11.03,11.52,11.03,11.03,0,0
20021125,11.03,11.52,11.03,11.03,0,0
20021126,11.04,11.53,11.04,11.04,0,0
20021127,11.02,11.51,11.02,11.02,0,0
20021129,11.02,11.51,11.02,11.02,0,0
20021202,11.01,11.5,11.01,11.01,0,0
20021203,11.02,11.51,11.02,11.02,0,0
20021204,11.04,11.53,11.04,11.04,0,0
20021205,11.07,11.56,11.07,11.07,0,0
20021206,11.09,11.58,11.09,11.09,0,0
20021209,11.11,11.6,11.11,11.11,0,0
20021210,11.11,11.6,11.11,11.11,0,0
20021211,11.14,11.63,11.14,11.14,0,0
20021212,11.14,11.63,11.14,11.14,0,0
20021213,11.14,11.63,11.14,11.14,0,0
20021216,11.13,11.62,11.13,11.13,0,0
20021217,11.13,11.62,11.13,11.13,0,0
20021218,11.15,11.64,11.15,11.15,0,0
20021219,11.18,11.68,11.18,11.18,0,0
20021220,11.15,11.64,11.15,11.15,38,0
20021223,11.16,11.66,11.16,11.16,0,0
20021224,11.18,11.68,11.18,11.18,0,0
20021226,11.18,11.68,11.18,11.18,0,0
20021227,11.2,11.7,11.2,11.2,0,0
20021230,11.22,11.72,11.22,11.22,0,0
20021231,11.26,11.76,11.26,11.26,0,0
20030102,11.22,11.72,11.22,11.22,0,0
20030103,11.21,11.71,11.21,11.21,0,0
20030106,11.18,11.68,11.18,11.18,0,0
20030107,11.18,11.68,11.18,11.18,0,0
20030108,11.19,11.69,11.19,11.19,0,0
20030109,11.15,11.64,11.15,11.15,0,0
20030110,11.14,11.63,11.14,11.14,0,0
20030113,11.13,11.62,11.13,11.13,0,0
20030114,11.13,11.62,11.13,11.13,0,0
20030115,11.14,11.63,11.14,11.14,0,0
20030116,11.14,11.63,11.14,11.14,0,0
20030117,11.15,11.64,11.15,11.15,0,0
20030121,11.16,11.66,11.16,11.16,0,0
20030122,11.13,11.62,11.13,11.13,38,0
20030123,11.13,11.62,11.13,11.13,0,0
20030124,11.14,11.63,11.14,11.14,0,0
20030127,11.15,11.64,11.15,11.15,0,0
20030128,11.13,11.62,11.13,11.13,0,0
20030129,11.13,11.62,11.13,11.13,0,0
20030130,11.13,11.62,11.13,11.13,0,0
20030131,11.13,11.62,11.13,11.13,0,0
20030203,11.14,11.63,11.14,11.14,0,0
20030204,11.15,11.64,11.15,11.15,0,0
20030205,11.16,11.66,11.16,11.16,0,0
20030206,11.17,11.67,11.17,11.17,0,0
20030207,11.17,11.67,11.17,11.17,0,0
20030210,11.18,11.68,11.18,11.18,0,0
20030211,11.18,11.68,11.18,11.18,0,0
20030212,11.19,11.69,11.19,11.19,0,0
20030213,11.21,11.71,11.21,11.21,0,0
20030214,11.21,11.71,11.21,11.21,0,0
20030218,11.21,11.71,11.21,11.21,0,0
20030219,11.22,11.72,11.22,11.22,0,0
20030220,11.2,11.7,11.2,11.2,38,0
